"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_id","features_properties_additionalInfo_0","features_properties_adviceA","features_properties_adviceB","features_properties_arrangementAttachments_0_displayName","features_properties_arrangementAttachments_0_fileName","features_properties_arrangementAttachments_0_fileType","features_properties_arrangementAttachments_0_linkName","features_properties_arrangementAttachments_0_sizeInBytes","features_properties_arrangementAttachments_0_uniqueFileName","features_properties_arrangementAttachments_1_displayName","features_properties_arrangementAttachments_1_fileName","features_properties_arrangementAttachments_1_fileType","features_properties_arrangementAttachments_1_linkName","features_properties_arrangementAttachments_1_sizeInBytes","features_properties_arrangementAttachments_1_uniqueFileName","features_properties_attendingGroups_0","features_properties_created","features_properties_displayName","features_properties_diversions","features_properties_duration","features_properties_encodedPolylines_0_coords","features_properties_encodedPolylines_0_levels","features_properties_end","features_properties_ended","features_properties_expectedDelay","features_properties_headline","features_properties_impactingNetwork","features_properties_incidentKind","features_properties_isInitialReport","features_properties_isMajor","features_properties_isNewIncident","features_properties_lastUpdated","features_properties_mainCategory","features_properties_name","features_properties_otherAdvice","features_properties_periods_0_closureType","features_properties_periods_0_direction","features_properties_periods_0_finishTime","features_properties_periods_0_fromDay","features_properties_periods_0_startTime","features_properties_periods_0_toDay","features_properties_periods_1_closureType","features_properties_periods_1_direction","features_properties_periods_1_finishTime","features_properties_periods_1_fromDay","features_properties_periods_1_startTime","features_properties_periods_1_toDay","features_properties_periods_2_closureType","features_properties_periods_2_direction","features_properties_periods_2_finishTime","features_properties_periods_2_fromDay","features_properties_periods_2_startTime","features_properties_periods_2_toDay","features_properties_periods_3_closureType","features_properties_periods_3_direction","features_properties_periods_3_finishTime","features_properties_periods_3_fromDay","features_properties_periods_3_startTime","features_properties_periods_3_toDay","features_properties_periods_4_closureType","features_properties_periods_4_direction","features_properties_periods_4_finishTime","features_properties_periods_4_fromDay","features_properties_periods_4_startTime","features_properties_periods_4_toDay","features_properties_periods_5_closureType","features_properties_periods_5_direction","features_properties_periods_5_finishTime","features_properties_periods_5_fromDay","features_properties_periods_5_startTime","features_properties_periods_5_toDay","features_properties_periods_6_closureType","features_properties_periods_6_direction","features_properties_periods_6_finishTime","features_properties_periods_6_fromDay","features_properties_periods_6_startTime","features_properties_periods_6_toDay","features_properties_publicTransport","features_properties_roads_0_conditionTendency","features_properties_roads_0_crossStreet","features_properties_roads_0_delay","features_properties_roads_0_impactedLanes_0_affectedDirection","features_properties_roads_0_impactedLanes_0_closedLanes","features_properties_roads_0_impactedLanes_0_description","features_properties_roads_0_impactedLanes_0_extent","features_properties_roads_0_impactedLanes_0_numberOfLanes","features_properties_roads_0_impactedLanes_0_roadType","features_properties_roads_0_locationQualifier","features_properties_roads_0_mainStreet","features_properties_roads_0_quadrant","features_properties_roads_0_queueLength","features_properties_roads_0_region","features_properties_roads_0_secondLocation","features_properties_roads_0_suburb","features_properties_roads_0_trafficVolume","features_properties_speedLimit","features_properties_start","features_properties_subCategoryA","features_properties_subCategoryB","features_properties_webLinkName","features_properties_webLinkUrl","features_properties_webLinks_0_linkText","features_properties_webLinks_0_linkURL","features_properties_webLinks_1_linkText","features_properties_webLinks_1_linkURL","features_type" 
"151.15761","-33.93473","POINT","726354"," ","Check signage","Reduce speed","","","","","","","","","","","",""," ","1511436890110","SCHEDULED ROAD WORKS Maintenance"," "," ","","","1512824399059","False"," ","SCHEDULED ROAD WORKS Maintenance - MASCOT Marsh St between Flora St and Airport Dr","False","Planned","False","False","False","1511436961354","Scheduled road works","None","A contra flow will be in place allowing both directions of traffic to pass at the same time. <br/>","LANE_CLOSURE","Both directions","5am","Friday","11pm"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Flora Street","","","","","","","","between","Marsh Street","","0","SYD_MET","Airport Drive","Mascot","","-1","1511442000000","Maintenance"," ","None","None","","","","","Feature"
"152.80006","-31.37042","POINT","459233"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1389942174047","SCHEDULED ROAD WORKS"," "," ","","","1512910799059","False"," ","SCHEDULED ROAD WORKS - KEW TO KEMPSEY Pacific Hwy between Kew and Kempsey","False","Planned","False","False","False","1512478339068","Road works - planned","None","These works will take place between Oxley Highway (near Port Macquarie) and the Slim Dusty Interchange South Kempsey. Construction and roadwork activities will be carried out at:<br/><br/><ul><li>Kew (Sunnyvale Rd) from Wed 6 to Fri 8 Dec from 7am to 4pm - safety barrier installation.</li><li>CHANGED TRAFFIC CONDITIONS: Oxley Highway to Kundabung Project</li></ul>New 18km Oxley Highway to Kundabung Pacific Highway Upgrade Project was opened to traffic on Fri 17 Nov 2017. Minor road works will continue to be undertaken on the Pacific Highway.<br/><br/><ul><li>Thrumster to Fernbank Creek from Wed 6 to Thur 7 Dec from 7am to 6pm.</li><li>Cooperabung from Wed 6 to Fri 8 Dec from 7am to 6pm.</li><li>Kundabung to Kempsey from Mon 4 to Wed 6 Dec from 9am to 3pm.</li><br/><br/><br/></ul>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Kew","","","","","","","","between","Pacific Highway","","0","REG_NORTH","Kempsey","Kew to Kempsey","","-1","1511096400000"," "," ","None","None","","","","","Feature"
"143.33508","-35.0304","POINT","667693"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1487341654917","SCHEDULED ROAD WORKS Bridge work","Motorists will be detoured via Nyah Bridge and allow an additional 45 minutes travel time.<br/>Motorists are advised that there is a height restriction of 4.1metres on the Nyah Bridge.<br/>"," ","","","1577797199059","False"," ","SCHEDULED ROAD WORKS Bridge work - TOOLEYBUC Tooleybuc Bridge above Murray River","False","Planned","False","False","False","1512212463785","Scheduled road works","None","<strong>Width restriction of 3.7m is in place 24 hours a day</strong> <strong>on the Tooleybuc Bridge</strong><br/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Murray River","","","","","","","","above","Tooleybuc Bridge","","0","REG_SOUTH"," ","Tooleybuc","","40","1487422800000","Bridge work"," ","None","None","","","","","Feature"
"148.60367","-36.41243","POINT","714831"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1510112620763","SCHEDULED ROAD WORKS Upgrade"," "," ","","","1527775199060","False"," ","SCHEDULED ROAD WORKS Upgrade - JINDABYNE Kosciuszko Rd between Barry Way and Alpine Way","False","Planned","False","False","True","1510112620763","Scheduled road works","None","Road widening (additional westbound lane). <br/>A contra flow is in place allowing traffic to pass in both directions at the same time. <br/>The reduced speed limit of 60km/h from 80km/h is in place 24/7 until project completion. <br/>","LANE_CLOSURE","Both directions","5:30pm","Weekdays","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Barry Way","","","","","","","","between","Kosciuszko Road","","0","REG_SOUTH","Alpine Way","Jindabyne","","60","1510059600000","Upgrade"," ","None","None","RMS Projects","http://www.rms.nsw.gov.au/projects/south-coast/monaro-highway-kosciuszko-road/index.html","","","Feature"
"152.72096","-30.36471","POINT","714622"," ","Reduce speed","Exercise caution","","","","","","","","","","","",""," ","1509939314751","SCHEDULED ROAD WORKS"," "," ","","","1514552399059","False"," ","SCHEDULED ROAD WORKS - CRYSTAL FALLS Waterfall Way at 5km east of Dorrigo at Crystal Falls","False","Planned","False","False","False","1511016436677","Scheduled road works","None","Alternating (stop/slow) traffic control is in place to allow motorists to pass in both directions.<br/>Allow up to 10 minutes additional travel time.<br/>A speed restriction of 40km/h is in place 24/7 through works area.<br/>","LANE_CLOSURE","Both directions","6pm ","Weekdays","7am "," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","5km east of Dorrigo at Crystal Falls","","","","","","","","at","Waterfall Way","","0","REG_NORTH"," ","Crystal Falls","","-1","1511096400000",""," ","None","None","","","","","Feature"
"150.83452","-33.53568","POINT","714260"," ","Exercise caution","Reduce speed","","","","","","","","","","","",""," ","1509645823240","SCHEDULED ROAD WORKS Maintenance"," "," ","","","1513947599060","False"," ","SCHEDULED ROAD WORKS Maintenance - WILBERFORCE Putty Rd between Argents Rd and Moles Rd","False","Planned","False","False","True","1509645823240","Scheduled road works","None","Work will be undertaken on various weekdays throughout this period.<br/>Traffic controls will be in place to allow motorists to pass in each direction.<br/>Motorists are advised to allow additional travel time.<br/>","LANE_CLOSURE","Both directions","5pm","Weekdays","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Argents Road","","","","","","","","between","Putty Road","","0","SYD_WEST","Moles Road","Wilberforce","","-1","1510232400000","Maintenance"," ","None","None","","","","","Feature"
"148.98447","-36.28092","POINT","714809"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1510097615137","SCHEDULED ROAD WORKS Upgrade"," "," ","","","1530367199059","False"," ","SCHEDULED ROAD WORKS Upgrade - COOLRINGDON Kosciuszko Rd at Frampton Rd","False","Planned","False","False","False","1511181086147","Scheduled road works","None","Road widening.<br/>Alternating (stop/slow) traffic control will be in place to allow motorists to pass in each direction. <br/>Expect delays up to to 10 minutes. <br/>Outside of working hours, a reduced speed limit of 80km/h from 100km/h will be in place. <br/>","LANE_CLOSURE","Both directions","5pm","Weekdays","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Frampton Road","","","","","","","","at","Kosciuszko Road","","0","REG_SOUTH"," ","Coolringdon","","40","1510059600000","Upgrade"," ","None","None","RMS Projects","http://www.rms.nsw.gov.au/projects/south-coast/monaro-highway-kosciuszko-road/index.html","","","Feature"
"153.16779","-30.00377","POINT","582147"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1455948574160","SCHEDULED ROAD WORKS"," "," ","","","1512910799059","False"," ","SCHEDULED ROAD WORKS - COFFS HARBOUR TO GRAFTON Pacific Hwy","False","Planned","False","False","False","1512476980777","Scheduled road works","None","These works will take place between Arrawarra Interchange (8km North Woolgoolga) and Glenugie (15km south Grafton). Construction and roadwork activities will be carried out at:<br/><br/><ul><li>Dunmar Lane, Halfway Creek to Range Rd, Dirty Creek</li></ul>From Mon 4 to Fri 8 Dec from 6am to 6pm. Planned works will include a major traffic switch where southbound traffic on the Pacific Hwy, from Dunmar lane to Range Rd, will be diverted to the new Pacific Highway southbound slow lane carriageway. Minor delays will be experienced while driving through this worksite. Various worksite traffic control arrangements and 24 hour/day temporary speed reductions will be in place for the safety of workers and all road users. Road users are requested to observe all warning signs, adhere to any direction given by traffic controllers and reduce speed accordingly.<br/><br/><ul><li>Halfway Creek to Glenugie (Lemon Tree to Franklin Rds) from Mon 4 to Sat 9 December from 6am to 6pm.</li></ul><br/><strong>Macksville to Broadwater Bridge girder deliveries under Police escort on Wednesday 6 December from 4:30am to 9:30am.</strong><br/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ",""," ","","","","","","","","-","Pacific Highway","","0","REG_NORTH"," ","Coffs Harbour to Grafton","","-1","1511096400000",""," ","None","None","","","","","Feature"
"151.77246","-32.92695","POINT","706403"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1502929509867","SCHEDULED ROAD WORKS Newcastle Light Rail project","Darby, King and Auckland Streets. <br/>"," ","","","1514725199060","False"," ","SCHEDULED ROAD WORKS Newcastle Light Rail project - NEWCASTLE Hunter St between Auckland St and Darby St","True","Planned","False","False","False","1509770117383","Scheduled road works","None","Work hours are 7am to 6pm on weekdays, and 8am to 6pm on Saturday, however the road is closed 24 hours a day for the duration of the work. <br/>","ROAD_CLOSURE","Both directions","","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Auckland Street","","","","","","","","between","Hunter Street","","0","REG_NORTH","Darby Street","Newcastle","","40","1505138400000","Light rail project"," ","None","None","Revitalising Newcastle","http://revitalisingnewcastle.nsw.gov.au/","","","Feature"
"152.72545","-30.3749","POINT","703848"," ","Reduced speed limit","Allow extra travel time","","","","","","","","","","","",""," ","1500625108587","SCHEDULED ROAD WORKS"," "," ","","","1514552399059","False"," ","SCHEDULED ROAD WORKS - DORRIGO MOUNTAIN Waterfall Way at Maynard Plains Rd (5km east of Dorrigo)","False","Planned","False","False","False","1512479172674","Scheduled road works","None","Alternating (stop/slow) traffic control is in place allowing one lane of traffic to pass in one direction at a time. <br/>","LANE_CLOSURE","Both directions","","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Maynard Plains Road (5km east of Dorrigo)","","","","","","","","at","Waterfall Way","","0","REG_NORTH"," ","Dorrigo Mountain","","40","1499954400000",""," ","None","None","","","","","Feature"
"151.20421","-33.88948","POINT","726657"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1511737748884","SCHEDULED ROAD WORKS"," "," ","","","1512997199059","False"," ","SCHEDULED ROAD WORKS - SURRY HILLS Cleveland St between George St and Chalmers St","False","Planned","False","False","False","1511788469464","Scheduled road works","None","Alternating (stop/slow) traffic conditions will be in place to allow motorists to pass in both directions.<br/>","LANE_CLOSURE","Both directions","5am","Sunday","11pm"," ","LANE_CLOSURE","Both directions","5am","Monday","11pm"," ","LANE_CLOSURE","Both directions","5am","Tuesday","11pm"," ","LANE_CLOSURE","Both directions","5am","Wednesday","11pm"," ","LANE_CLOSURE","Both directions","5am","Thursday","11pm"," ","","","","","","","","","","","",""," ","","George Street","","","","","","","","between","Cleveland Street","","0","SYD_MET","Chalmers Street","Surry Hills","","-1","1511701200000",""," ","None","None","","","","","Feature"
"153.0302","-29.62141","POINT","568011"," ","Use alternative route","Allow extra travel time","","","","","","","","","","","",""," ","1444168987953","SCHEDULED FERRY MAINTENANCE","Use Lawrence Ferry or Grafton Bridge.<br/>"," ","","","1512565199059","False"," ","SCHEDULED FERRY MAINTENANCE - ULMARRA Ulmarra Ferry between Pacific Hwy and Southgate Ferry Rd","True","Planned","False","False","False","1512503842479","Scheduled road works","None","The ferry will be out of service between 8:30am and 1pm on Wednesday.<br/>","ROAD_CLOSURE","Both directions","1pm","Wednesday","8:30am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Pacific Highway","","","","","","","","between","Ulmarra Ferry","","0","REG_NORTH","Southgate Ferry Road","Ulmarra","","-1","1512478800000"," "," ","None","None","Using vehicular ferries","http://www.rms.nsw.gov.au/roads/using-roads/trip-information/vehicular-ferries.html","","","Feature"
"148.28697","-35.42823","POINT","714455"," ","Exercise caution","Reduced speed limit","","","","","","","","","","","",""," ","1509799780111","SCHEDULED ROAD WORKS Slope stabilisation"," "," ","","","1513169999059","False"," ","SCHEDULED ROAD WORKS Slope stabilisation - BLOWERING Snowy Mountains Hwy at 25km east of Tumut","False","Planned","False","False","False","1512205210190","Scheduled road works","None","Traffic controls will be in place to allow motorists to pass in each direction 24 hours a day. <br/>Allow up to 5 minutes additional travel time.<br/>","LANE_CLOSURE","Both directions"," ","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","25km east of Tumut","","","","","","","","at","Snowy Mountains Highway","","0","REG_SOUTH"," ","Blowering","","40","1510923600000","Slope stabilisation"," ","None","None","","","","","Feature"
"150.83714","-31.53455","POINT","725104"," ","Exercise caution","Reduced speed limit","","","","","","","","","","","",""," ","1510315328594","SCHEDULED ROAD WORKS Resurfacing"," "," ","","","1512824399059","False"," ","SCHEDULED ROAD WORKS Resurfacing - WALLABADAH New England Hwy at Wallabadah Creek Rd","False","Planned","False","False","False","1512145458454","Scheduled road works","None","Alternating (stop/slow) traffic controls will be in place to allow motorists to pass in one direction at a time. <br/>Allow up to 5 minutes extra travel time.<br/>","LANE_CLOSURE","Both directions","5pm","Weekdays","7am"," ","LANE_CLOSURE","Both directions","5pm","Saturday","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Wallabadah Creek Road","","","","","","","","at","New England Highway","","0","REG_NORTH"," ","Wallabadah","","40","1510491600000","Resurfacing"," ","None","None","","","","","Feature"
"149.86989","-36.87412","POINT","725911"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1511021332175","SCHEDULED ROAD WORKS Slope stabilisation"," "," ","","","1512737999059","False"," ","SCHEDULED ROAD WORKS Slope stabilisation - MILLINGANDI TO BALD HILLS Princes Hwy between Millingandi Short Cut Rd and Brunker St","False","Planned","False","False","False","1512043000014","Scheduled road works","None","There will be alternating (stop/slow) traffic conditions in place.<br/>Motorists are advised to expect delays of up to 10 minutes.<br/>","LANE_CLOSURE","Both directions","5pm","Wednesday","7am"," ","LANE_CLOSURE","Both directions","5pm","Thursday","7am"," ","LANE_CLOSURE","Both directions","5pm","Friday","7am"," ","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Millingandi Short Cut Road","","","","","","","","between","Princes Highway","","0","REG_SOUTH","Brunker Street","Millingandi To Bald Hills","","40","1512478800000","Slope stabilisation"," ","None","None","","","","","Feature"
"151.40379","-33.2609","POINT","706134"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1502698018407","SCHEDULED ROAD WORKS Upgrade"," "," ","","","1592315999060","False"," ","SCHEDULED ROAD WORKS Upgrade - TUGGERAH TO DOYALSON M1 Pacific Mwy (F3) between Wyong Rd and Doyalson Link Rd","True","Planned","False","False","False","1510813266823","Scheduled road works","None","One of two lanes closed on the M1 Pacific Mwy (F3) northbound off-ramp to Doyalson Link Road. Lane width reduced to 3.3m with 2.5m shoulder. <br/>","LANE_CLOSURE","Both directions","5:30am","Sunday","8:30pm"," ","LANE_CLOSURE","Both directions","5:30am","Monday","8:30pm"," ","LANE_CLOSURE","Both directions","5:30am","Tuesday","8:30pm"," ","LANE_CLOSURE","Both directions","5:30am","Wednesday","8:30pm"," ","LANE_CLOSURE","Both directions","5:30am","Thursday","8:30pm"," ","LANE_CLOSURE","Both directions","5am","Friday","10pm"," ","","","","","",""," ","","Wyong Road","","","","","","","","between","M1 Pacific Motorway (F3)","","0","REG_NORTH","Doyalson Link Road","Tuggerah to Doyalson","","60","1503237600000","Upgrade"," ","None","None","M1 Pacific Motorway upgrade - Tuggerah to Doyalson","http://www.rms.nsw.gov.au/projects/central-coast/m1-pacific-motorway/tuggerah-to-doyalson-motorway-widening/index.html","","","Feature"
"150.87407","-33.50058","POINT","513210"," ","Use alternative route","Allow extra travel time","","","","","","","","","","","",""," ","1430447097187","SCHEDULED FERRY MAINTENANCE"," "," ","","","1512565199059","False"," ","SCHEDULED FERRY MAINTENANCE - SACKVILLE Sackville Ferry between Sackville Ferry Rd and Sackville Rd","True","Planned","False","False","False","1512496592097","Scheduled road works","None","Ferry services do not operate the first Wednesday of each month between midday and 3pm. <br/>","ROAD_CLOSURE","Both directions","3pm","Wednesday","12pm"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Sackville Ferry Road","","","","","","","","between","Sackville Ferry","","0","SYD_WEST","Sackville Road","Sackville","","-1","1512478800000"," "," ","None","None","","","","","Feature"
"148.07582","-29.61227","POINT","726720","","","","","","","","","","","","","","","","","1511777033748","SCHEDULED ROAD WORKS"," "," ","","","1512133199059","True"," ","SCHEDULED ROAD WORKS - WALGETT Castlereagh Hwy at 48km-53km north of Walgett","False","Planned","False","False","False","1512258950397","Scheduled road works","None","Motorists are advised to allow up to 5 minutes additional travel time.<br/>A local side track will be used to assist motorists passing in each direction.<br/>","LANE_CLOSURE","Both directions","6pm","Weekdays","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","48km-53km north of Walgett","","","","","","","","at","Castlereagh Highway","","0","REG_WEST"," ","Walgett","","40","1511701200000","","","","","","","","",""
"150.81813","-33.488","POINT","714258"," ","Exercise caution","Reduce speed","","","","","","","","","","","",""," ","1509645516407","SCHEDULED ROAD WORKS Maintenance"," "," ","","","1513947599060","False"," ","SCHEDULED ROAD WORKS Maintenance - EAST KURRAJONG Putty Rd between Teale Rd and Roberts Creek","False","Planned","False","False","True","1509645516407","Scheduled road works","None","Work will be undertaken on various weekdays throughout this period.<br/>Traffic controls will be in place to allow motorists to pass in each direction.<br/>Motorists are advised to allow additional travel time.<br/>","LANE_CLOSURE","Both directions","5pm","Weekdays","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Teale Road","","","","","","","","between","Putty Road","","0","SYD_WEST","Roberts Creek","East Kurrajong","","-1","1510491600000","Maintenance"," ","None","None","","","","","Feature"
"151.22362","-33.90808","POINT","704787"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1501491678170","SCHEDULED ROAD WORKS Light rail project"," "," ","","","1516107599059","False"," ","SCHEDULED ROAD WORKS Light rail project - KENSINGTON Anzac Pde between Todman Ave and Boronia St","False","Planned","False","False","False","1512480370864","Scheduled road works","None","A contra flow will be in operation on the southbound carriageway to allow motorists to travel in both directions at the same time. <br/>2 of 3 lanes will also be closed at the intersection of Anzac Parade and Todman Avenue, with stop/slow traffic control in place. <br/>","LANE_CLOSURE","Both directions","5am","Sunday","10pm"," ","LANE_CLOSURE","Both directions","5am","Monday","10pm"," ","LANE_CLOSURE","Both directions","5am","Tuesday","10pm"," ","LANE_CLOSURE","Both directions","5am","Wednesday","10pm"," ","LANE_CLOSURE","Both directions","5am","Thursday","10pm"," ","","","","","","","","","","","",""," ","","Todman Avenue","","","","","","","","between","Anzac Parade","","0","SYD_MET","Boronia Street","Kensington","","-1","1501423200000","Light rail project"," ","None","None","MySydneyCBD","http://mysydneycbd.nsw.gov.au/","","","Feature"
"150.98331","-33.82022","POINT","725098"," ","Exercise caution","Check signage","","","","","","","","","","","",""," ","1510311126944","SCHEDULED ROAD WORKS Resurfacing"," "," ","","","1512824399059","False"," ","SCHEDULED ROAD WORKS Resurfacing - MERRYLANDS TO GRANVILLE M4 Mwy between Coleman St and Church St","False","Planned","False","False","False","1512100826425","Scheduled road works","None","At least one lane will be open at all times.<br/>","LANE_CLOSURE","Eastbound","5am","Sunday","11pm"," ","LANE_CLOSURE","Eastbound","5am","Monday","11pm"," ","LANE_CLOSURE","Eastbound","5am","Tuesday","11pm"," ","LANE_CLOSURE","Eastbound","5am","Wednesday","11:30pm"," ","LANE_CLOSURE","Eastbound","5am","Thursday","11:30pm"," ","","","","","","","","","","","",""," ","","Coleman Street","","","","","","","","between","M4 Motorway","","0","SYD_WEST","Church Street","Merrylands to Granville","","-1","1510405200000","Resurfacing"," ","None","None","","","","","Feature"
"151.1992","-33.53878","POINT","710756"," ","Check signage","Reduce speed","","","","","","","","","","","",""," ","1506586207417","SCHEDULED ROAD WORKS Bridge work"," "," ","","","1513947599060","False"," ","SCHEDULED ROAD WORKS Bridge work - BROOKLYN TO MOONEY MOONEY Pacific Hwy on Peats Ferry Bridge","False","Planned","False","False","False","1510750814567","Scheduled road works","None"," ","LANE_CLOSURE","Both directions","6pm","Weekdays","7am"," ","LANE_CLOSURE","Both directions","1pm","Saturday","8am"," ","LANE_CLOSURE","Both directions","6pm","Sunday","7am"," ","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Peats Ferry Bridge","","","","","","","","on","Pacific Highway","","0","SYD_NORTH"," ","Brooklyn to Mooney Mooney","","-1","1506949200000","Bridge work"," ","None","None","","","","","Feature"
"150.78481","-34.06128","POINT","726033","","","","","","","","","","","","","","","","","1511153427784","SCHEDULED ROAD WORKS","Eastbound motorists should continue on Narellan Rd and then use Moore-Oxley Bypass and Campbelltown Rd to merge onto the Hume Mwy.<br/>"," ","","","1512219599059","False"," ","SCHEDULED ROAD WORKS - BLAIRMOUNT Narellan Rd eastbound on-ramp to Hume Mwy","False","Planned","False","False","False","1511781366797","Scheduled road works","None","The eastbound on-ramp only will be closed.<br/>","ROAD_CLOSURE","Eastbound","7am","Friday","10pm"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Hume Motorway","","","","","","","","to","Narellan Road eastbound on-ramp","","0","SYD_SOUTH"," ","Blairmount","","-1","1512046800000","","","","","","","","",""
"153.03857","-29.60213","POINT","676408"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1494178783660","SCHEDULED ROAD WORKS"," "," ","","","1512910799059","False"," ","SCHEDULED ROAD WORKS - GRAFTON TO MACLEAN Pacific Hwy","False","Planned","False","False","False","1512477849593","Scheduled road works","None","<ul><li>Tyndale North from Mon 4 to Thur 7 Dec from 6:30am to 5:30pm - Watermain Installation.</li><li>Gulmarrad (Cameron St) from Mon 4 to Thur 7 December from 6:30am to 5:30pm - tree felling. </li><li>James Creek (Pacific Highway southbound off ramp to Yamba Rd) on Tues 5 Dec from 10am to 2pm - crane crossing.</li><li>James Creek from Mon 4 to Tues 5 Dec from 6pm to 6am - line marking.</li><br/><br/><br/><br/><br/></ul>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ",""," ","","","","","","","","at","Pacific Highway","","0","REG_NORTH"," ","Grafton to Maclean","","-1","1511096400000",""," ","None","None","","","","","Feature"
"151.08114","-33.77097","POINT","714118","","","","","","","","","","","","","","","","","1509526509625","SCHEDULED ROAD WORKS Utilities","Kandy Avenue and Ray Road.<br/>"," ","","","1512133199059","True"," ","SCHEDULED ROAD WORKS Utilities - EPPING Beecroft Rd at Carlingford Rd","True","Planned","False","False","False","1512259927771","Scheduled road works","None"," ","LANE_CLOSURE","Northbound","5am","Weekday nights","10:30pm"," ","LANE_CLOSURE","Northbound","5am","Saturday","10:30pm"," ","LANE_CLOSURE","Northbound","5am","Sunday","10:30pm"," ","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Carlingford Road","","","","","","","","at","Beecroft Road","","0","SYD_NORTH"," ","Epping","","-1","1510750800000","","","","","","","","",""
"152.98859","-30.46917","POINT","725410"," ","Exercise caution","Check signage","","","","","","","","","","","",""," ","1510622215987","SCHEDULED ROAD WORKS Road/lane widening"," "," ","","","1513947599060","False"," ","SCHEDULED ROAD WORKS Road/lane widening - RALEIGH Waterfall Way at 1km west of Pacific Hwy","False","Planned","False","False","True","1510622215987","Scheduled road works","None","Traffic controls will be in place to allow motorists to pass in both directions.<br/>","LANE_CLOSURE","Both directions","6pm","Weekdays","7am"," ","LANE_CLOSURE","Both directions","1pm","Saturday","8am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","1km west of Pacific Hwy","","","","","","","","at","Waterfall Way","","0","REG_NORTH"," ","Raleigh","","-1","1511269200000","Road/lane widening"," ","None","None","","","","","Feature"
"151.22708","-33.92276","POINT","712682"," ","Check signage","Exercise caution","","","","","","","","","","","",""," ","1508331502450","SCHEDULED ROAD WORKS Light rail project"," "," ","","","1514725199060","False"," ","SCHEDULED ROAD WORKS Light rail project - KINGSFORD Anzac Pde between Barker St and Rainbow St","False","Planned","False","False","False","1508354743667","Scheduled road works","None","From 10pm Fri 20 Oct changed traffic conditions will be in place to allow for a dedicated bus lane just north of the Nine Ways intersection.<br/>","LANE_CLOSURE","Both directions","","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From 4am Sat 21 Oct, the bus stops just south of Strachan Street will be relocated to south of Borrodale Road.<br/>","","Barker Street","","","","","","","","between","Anzac Parade","","0","SYD_MET","Rainbow Street","Kingsford","","-1","1508418000000","Light rail project"," ","None","None","","","","","Feature"
