"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_id","features_properties_additionalInfo_0","features_properties_adviceA","features_properties_adviceB","features_properties_attendingGroups_0","features_properties_attendingGroups_1","features_properties_attendingGroups_2","features_properties_created","features_properties_displayName","features_properties_diversions","features_properties_duration","features_properties_encodedPolylines_0_coords","features_properties_encodedPolylines_0_levels","features_properties_end","features_properties_ended","features_properties_expectedDelay","features_properties_headline","features_properties_impactingNetwork","features_properties_incidentKind","features_properties_isInitialReport","features_properties_isMajor","features_properties_isNewIncident","features_properties_lastUpdated","features_properties_mainCategory","features_properties_name","features_properties_otherAdvice","features_properties_periods_0_closureType","features_properties_periods_0_direction","features_properties_periods_0_finishTime","features_properties_periods_0_fromDay","features_properties_periods_0_startTime","features_properties_periods_0_toDay","features_properties_publicTransport","features_properties_roads_0_conditionTendency","features_properties_roads_0_crossStreet","features_properties_roads_0_delay","features_properties_roads_0_impactedLanes_0_affectedDirection","features_properties_roads_0_impactedLanes_0_closedLanes","features_properties_roads_0_impactedLanes_0_description","features_properties_roads_0_impactedLanes_0_extent","features_properties_roads_0_impactedLanes_0_numberOfLanes","features_properties_roads_0_impactedLanes_0_roadType","features_properties_roads_0_locationQualifier","features_properties_roads_0_mainStreet","features_properties_roads_0_quadrant","features_properties_roads_0_queueLength","features_properties_roads_0_region","features_properties_roads_0_secondLocation","features_properties_roads_0_suburb","features_properties_roads_0_trafficVolume","features_properties_speedLimit","features_properties_start","features_properties_subCategoryA","features_properties_subCategoryB","features_properties_webLinkName","features_properties_webLinkUrl","features_properties_webLinks_0_linkText","features_properties_webLinks_0_linkURL","features_type" 
"150.87486","-33.58036","POINT","727380","","","","","Utility company","","1512264303203","BURST WATER MAIN"," ","None","","","None","True","None","BURST WATER MAIN - PITT TOWN Cattai Rd at Mitchell Rd","False","Unplanned","False","False","False","1512267874879","Burst water main","None"," ","","","","","",""," ","","Mitchell Road","","","","","","","","at","Cattai Road","","0","SYD_WEST"," ","Pitt Town","","-1","None","","","","","","",""
"153.53312","-28.6823","POINT","727362","","","","","","","1512241545435","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - BANGALOW Pacific Hwy at Bangalow Rd","False","Unplanned","False","False","False","1512244889237","Accident","None"," ","","","","","",""," ","","Bangalow Road","","Southbound"," "," ","Affected"," "," ","at","Pacific Highway","","0","REG_NORTH"," ","Bangalow","","-1","None","","","","","","",""
"151.2095","-33.79754","POINT","727381","","","","","","","1512264459108","ACCIDENT car overturned"," ","None","","","None","True","None","ACCIDENT car overturned - CASTLECRAG Eastern Valley Way at Robert St","False","Unplanned","False","False","False","1512266015437","Accident","None"," ","","","","","",""," ","","Robert Street"," ","Northbound"," "," ","Affected"," "," ","at","Eastern Valley Way","","-1","SYD_NORTH"," ","Castlecrag","Heavy","-1","None","","","","","","",""
"151.11937","-33.91202","POINT","727363","","","","","","","1512241788995","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - CANTERBURY Canterbury Rd at Jeffrey St","False","Unplanned","False","False","False","1512244153581","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Jeffrey Street","","","","","","","","at","Canterbury Road","","0","SYD_MET"," ","Canterbury","","-1","None","","","","","","",""
"151.20351","-33.876","POINT","727372","","","","","Tow truck","","1512250933192","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - SYDNEY Harbour St at Liverpool St","False","Unplanned","False","False","False","1512252752893","Accident","None"," ","","","","","",""," ","","Liverpool Street","","Northbound","1","Lane 1","Lanes closed","2"," ","at","Harbour Street","","0","SYD_MET"," ","Sydney","","-1","None","","","","","","",""
"151.25179","-33.43165","POINT","727387","","","","","","","1512269000434","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - MOONEY MOONEY CREEK M1 Pacific Mwy (F3) just past Mooney Mooney Creek Bridge","False","Unplanned","False","False","False","1512273343322","Breakdown","None"," ","","","","","",""," ","","Mooney Mooney Creek Bridge","","Southbound"," ","Breakdown lane","Lanes closed"," "," ","just past","M1 Pacific Motorway (F3)","","0","REG_NORTH"," ","Mooney Mooney Creek","","-1","None","","","","","","",""
"148.12196","-35.40869","POINT","727388","","","","","","","1512269964999","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - WONDALGA Batlow Rd at Wondalga Rd","False","Unplanned","False","False","False","1512279988603","Hazard","None"," ","","","","","",""," ","","Wondalga Road","","Both directions"," "," ","Affected"," "," ","at","Batlow Road","","0","REG_SOUTH"," ","Wondalga","","-1","None","","","","","","",""
"151.11185","-33.8167","POINT","727390","","","","","","","1512270744084","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - RYDE Victoria Rd at Arras Pde","False","Unplanned","False","False","False","1512273245558","Breakdown","None"," ","","","","","",""," ","","Arras Parade","","Westbound","1"," ","Lanes closed","3"," ","at","Victoria Road","","0","SYD_NORTH"," ","Ryde","","-1","None","","","","","","",""
"148.25081","-33.47537","POINT","727392","","","","","","","1512271955159","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - FORBES Lachlan Valley Way at 40km east of Forbes","False","Unplanned","False","False","False","1512273723396","Hazard","None"," ","","","","","",""," ","","40km east of Forbes","","Both directions"," "," ","Affected"," "," ","at","Lachlan Valley Way","","0","REG_WEST"," ","Forbes","","-1","None","","","","","","",""
"151.26801","-33.7682","POINT","727393","","","","","mechanic","","1512272198859","BREAKDOWN Bus"," ","None","","","None","True","None","BREAKDOWN Bus - NORTH MANLY Condamine St approaching Pittwater Rd","False","Unplanned","False","False","False","1512274809376","Breakdown","None"," ","","","","","",""," ","","Pittwater Road","","Northbound","1","Lane 1","Lanes closed","3"," ","approaching","Condamine Street","","0","SYD_NORTH"," ","North Manly","","-1","None","","","","","","",""
"147.16752","-35.8965","POINT","727389","","","","","Tow truck","","1512270657052","CHANGED TRAFFIC CONDITIONS Vehicle salvage, Due to earlier incident"," ","None","","","None","True","None","CHANGED TRAFFIC CONDITIONS Vehicle salvage, Due to earlier incident - MULLENGANDRA Hume Hwy","False","Unplanned","False","False","False","1512275536202","Changed traffic conditions","None"," ","","","","","",""," ",""," ","","Southbound"," "," ","Affected"," "," ","at","Hume Highway","","0","REG_SOUTH"," ","Mullengandra","","-1","None","","","","","","",""
"150.99862","-33.74349","POINT","727391","","","","","","","1512270766267","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - CASTLE HILL Old Northern Rd at Excelsior Ave","False","Unplanned","False","False","False","1512273817775","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Excelsior Avenue","","","","","","","","at","Old Northern Road","","0","SYD_WEST"," ","Castle Hill","","-1","None","","","","","","",""
"151.00746","-34.07642","POINT","727396","","","","","","","1512273308036","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - HEATHCOTE Heathcote Rd approaching Princes Hwy","False","Unplanned","False","False","False","1512273727623","Breakdown","None"," ","","","","","",""," ","","Princes Highway","","Eastbound"," "," ","Affected"," "," ","approaching","Heathcote Road","","0","SYD_SOUTH"," ","Heathcote","","-1","None","","","","","","",""
"150.63879","-33.54037","POINT","727395","","","","","","","1512273235356","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - KURRAJONG HILL Bells Line Of Road at Stone Terrace","False","Unplanned","False","False","False","1512274768848","Hazard","None"," ","","","","","",""," ","","Stone Terrace","","Eastbound"," "," ","Affected"," "," ","at","Bells Line Of Road","","0","SYD_WEST"," ","Kurrajong Hill","","-1","None","","","","","","",""
"151.14809","-33.84241","POINT","727394","","","","","RMS","","1512273201926","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - GLADESVILLE Victoria Rd at Gladesville Bridge","False","Unplanned","False","False","False","1512278592889","Accident","None"," ","","","","","",""," ","","Gladesville Bridge","","City bound"," "," ","Affected"," "," ","at","Victoria Road","","0","SYD_MET"," ","Gladesville","","-1","None","","","","","","",""
"147.3968","-35.06566","POINT","727398","","","","","","","1512276353397","HAZARD Pothole"," ","None","","","None","True","None","HAZARD Pothole - BOMEN Olympic Hwy at Bomen Rd","False","Unplanned","False","False","False","1512286421805","Hazard","None"," ","","","","","",""," ","","Bomen Road","","Northbound"," "," ","Affected"," "," ","at","Olympic Highway","","0","REG_SOUTH"," ","Bomen","","-1","None","","","","","","",""
"151.10066","-33.72317","POINT","727400","","","","","Tow truck","","1512277209998","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - NORMANHURST Pennant Hills Rd at Fraser Rd","False","Unplanned","False","False","False","1512283140449","Breakdown","None"," ","","","","","",""," ","","Fraser Road","","Northbound","1","Lane 1","Lanes closed","3"," ","at","Pennant Hills Road","","0","SYD_NORTH"," ","Normanhurst","","-1","None","","","","","","",""
"151.40561","-33.26925","POINT","727399","","","","","","","1512276428464","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - ALISON M1 Pacific Mwy (F3) approaching Alison Rd","False","Unplanned","False","False","False","1512280392466","Breakdown","None"," ","","","","","",""," ","","Alison Road","Significant","Southbound"," "," ","Affected"," "," ","approaching","M1 Pacific Motorway (F3)","","7","REG_NORTH"," ","Alison","Heavy","-1","None","","","","","","",""
"151.09639","-33.82264","POINT","727397","","","","","","","1512275955571","ACCIDENT 3 vehicles"," ","None","","","None","True","None","ACCIDENT 3 vehicles - RHODES Church St at Ryde Bridge","False","Unplanned","False","False","False","1512278497481","Accident","None"," ","","","","","",""," ","","Ryde Bridge"," ","Northbound","1","Lane 1","Lanes closed","3"," ","at","Church Street","","-1","SYD_NORTH"," ","Rhodes","Heavy","-1","None","","","","","","",""
"151.28908","-33.42174","POINT","727401","","","","","RMS","","1512278456126","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - SOMERSBY M1 Pacific Mwy (F3) at Wisemans Ferry Rd","False","Unplanned","False","False","False","1512280395930","Accident","None"," ","","","","","",""," ","","Wisemans Ferry Road","","Southbound"," "," ","Affected"," "," ","at","M1 Pacific Motorway (F3)","","0","REG_NORTH"," ","Somersby","","-1","None","","","","","","",""
"147.36885","-35.11888","POINT","727403","","","","","","","1512281104145","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - WAGGA WAGGA Sturt Hwy at Baylis St","False","Unplanned","False","False","False","1512282771530","Breakdown","None"," ","","","","","",""," ","","Baylis Street","","","","","","","","at","Sturt Highway","","0","REG_SOUTH"," ","Wagga Wagga","","-1","None","","","","","","",""
"151.064","-33.86842","POINT","727402","","","","","","","1512279486414","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - HOMEBUSH WEST Centenary Dr at Arthur St","False","Unplanned","False","False","False","1512281764516","Breakdown","None"," ","","","","","",""," ","","Arthur Street","","Northbound","1","Lane 3","Lanes closed","3"," ","at","Centenary Drive","","0","SYD_MET"," ","Homebush West","","-1","None","","","","","","",""
"150.64299","-33.54185","POINT","727404","","","","","","","1512281753346","HAZARD Wires down"," ","None","","","None","True","None","HAZARD Wires down - KURRAJONG HEIGHTS Bells Line Of Road between Hermitage Rd and Stone Terrace","False","Unplanned","False","False","False","1512287171906","Hazard","None"," ","","","","","",""," ","","Hermitage Road","","Both directions"," "," ","Affected"," "," ","between","Bells Line Of Road","","0","SYD_WEST","Stone Terrace","Kurrajong Heights","","-1","None","","","","","","",""
"151.2019","-33.82783","POINT","727405","","","","","","","1512284418634","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - CROWS NEST Falcon St at Alexander St","False","Unplanned","False","False","False","1512285856343","Breakdown","None"," ","","","","","",""," ","","Alexander Street","","Westbound","2","Lane 1","Lanes closed"," "," ","at","Falcon Street","","0","SYD_NORTH"," ","Crows Nest","","-1","None","","","","","","",""
"151.21347","-33.8558","POINT","727406","","","","","","","1512290033595","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - SYDNEY Sydney Harbour Tunnel near Mid Tunnel","False","Unplanned","False","False","False","1512291022482","Breakdown","None"," ","","","","","",""," ","","Mid Tunnel","","Northbound","1","Lane 1","Lanes closed","2"," ","near","Sydney Harbour Tunnel","","0","SYD_MET"," ","Sydney","","-1","None","","","","","","",""
"151.06712","-33.87534","POINT","727407","","","","","","","1512292177491","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - STRATHFIELD Centenary Dr at Weeroona Rd","False","Unplanned","False","False","False","1512293662468","Breakdown","None"," ","","","","","",""," ","","Weeroona Road","","Southbound","1","Lane 1","Lanes closed","3"," ","at","Centenary Drive","","0","SYD_MET"," ","Strathfield","","-1","None","","","","","","",""
"151.16856","-33.863","POINT","727408","","","","","","","1512294057236","ACCIDENT 3 vehicles"," ","None","","","None","True","None","ACCIDENT 3 vehicles - ROZELLE Victoria Rd at Wellington St","False","Unplanned","False","False","False","1512296085397","Accident","None"," ","","","","","",""," ","","Wellington Street","","Eastbound","1","Lane 1","Lanes closed","3"," ","at","Victoria Road","","0","SYD_MET"," ","Rozelle","","-1","None","","","","","","",""
"151.02754","-33.71528","POINT","727409","","","","","","","1512295059929","ACCIDENT 3 vehicles"," ","None","","","None","True","None","ACCIDENT 3 vehicles - DURAL New Line Rd near David Rd","False","Unplanned","False","False","False","1512297498131","Accident","None","There are moderate delays.<br/>","","","","","",""," ","","David Road","","Northbound","1","Lane 1","Lanes closed","2"," ","near","New Line Road","","0","SYD_NORTH"," ","Dural","","-1","None","","","","","","",""
"151.74867","-32.9378","POINT","727414","","","","","","","1512300532886","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - HAMILTON SOUTH Glebe Rd at City Rd","False","Unplanned","False","False","False","1512304803714","Traffic lights flashing yellow","None"," ","","","","","",""," ","","City Road","","All directions"," "," ","Affected"," "," ","at","Glebe Road","","0","REG_NORTH"," ","Hamilton South","","-1","None","","","","","","",""
"150.89534","-31.78304","POINT","727415","","","","","","","1512302038775","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - MURRURUNDI New England Hwy near 5km South of Murrurundi","False","Unplanned","False","False","False","1512303781256","Accident","None"," ","","","","","",""," ","","5km South of Murrurundi","","","","","","","","near","New England Highway","","0","REG_NORTH"," ","Murrurundi","","-1","None","","","","","","",""
"151.16794","-33.81141","POINT","727440","","","","","","","1512339606199","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - LANE COVE NORTH Lane Cove Tunnel","False","Unplanned","False","False","False","1512340705954","Breakdown","None"," ","","","","","",""," ",""," ","","Westbound","1","Lane 1","Lanes closed","3"," ","at","Lane Cove Tunnel","","0","SYD_NORTH"," ","Lane Cove North","","-1","None","","","","","","",""
"151.10299","-33.86858","POINT","727420","","","","","RMS","","1512318654574","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - CONCORD Parramatta Rd near Broughton St","False","Unplanned","False","False","False","1512324288613","Accident","None"," ","","","","","",""," ","","Broughton Street","","Eastbound","1","Lane 1","Lanes closed","3"," ","near","Parramatta Road","","0","SYD_MET"," ","Concord","","-1","None","","","","","","",""
"151.19392","-33.87243","POINT","727434","","","","","","","1512336525519","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - PYRMONT Western Distributor near Pyrmont Bridge Rd","False","Unplanned","False","False","False","1512337825747","Breakdown","None"," ","","","","","",""," ","","Pyrmont Bridge Road","","Westbound"," ","Breakdown lane","Lanes closed"," "," ","near","Western Distributor","","0","SYD_MET"," ","Pyrmont","","-1","None","","","","","","",""
"151.06701","-33.89121","POINT","727443","","","","","","","1512341868201","ACCIDENT Car, Truck"," ","None","","","None","True","None","ACCIDENT Car, Truck - GREENACRE Roberts Rd at Rebecca Rd","False","Unplanned","False","False","False","1512344446505","Accident","None"," ","","","","","",""," ","","Rebecca Road","","Northbound"," "," ","Affected"," "," ","at","Roberts Road","","0","SYD_SOUTH"," ","Greenacre","","-1","None","","","","","","",""
"150.8669","-34.39632","POINT","727437","","","","","RMS","","1512338370945","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - MOUNT PLEASANT M1 Princes Mwy (Mount Ousley Rd) approaching New Mount Pleasant Rd overpass","False","Unplanned","False","False","False","1512338855240","Breakdown","None"," ","","","","","",""," ","","New Mount Pleasant Road  overpass","","Northbound","1","Lane 1","Lanes closed","3"," ","approaching","M1 Princes Motorway (Mount Ousley Road)","","0","REG_SOUTH"," ","Mount Pleasant","","-1","None","","","","","","",""
"151.5006","-32.80934","POINT","727428","","","","","RMS","","1512332933882","HAZARD Animal carcass"," ","None","","","None","True","None","HAZARD Animal carcass - HEDDON GRETA Hunter Exp near Main Rd southbound on-ramp","False","Unplanned","False","False","False","1512333782379","Hazard","None","There is a dead kangaroo in lane 2.<br/>","","","","","",""," ","","Main Road southbound on-ramp","","Southbound"," "," ","Affected"," "," ","near","Hunter Expressway","","0","REG_NORTH"," ","Heddon Greta","","-1","None","","","","","","",""
"151.21494","-33.90088","POINT","727429","","","","","","","1512333943522","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - WATERLOO South Dowling St just past Dacey Ave","False","Unplanned","False","False","False","1512334917025","Breakdown","None"," ","","","","","",""," ","","Dacey Avenue","","Southbound","1","Lane 1","Lanes closed","2"," ","just past","South Dowling Street","","0","SYD_MET"," ","Waterloo","","-1","None","","","","","","",""
"150.87588","-34.44599","POINT","727438","","","","","","","1512338907531","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - SPRING HILL Springhill Rd at Masters Rd","False","Unplanned","False","False","False","1512339661079","Accident","None"," ","","","","","",""," ","","Masters Road","","Northbound","1","Lane 3","Lanes closed","3"," ","at","Springhill Road","","0","REG_SOUTH"," ","Spring Hill","","-1","None","","","","","","",""
"151.02187","-33.81906","POINT","727431","","","","","","","1512335324460","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - ROSEHILL James Ruse Dr at Hassall St","False","Unplanned","False","False","False","1512335836039","Accident","None"," ","","","","","",""," ","","Hassall Street","","Northbound","1","Lane 1","Lanes closed","3"," ","at","James Ruse Drive","","0","SYD_WEST"," ","Rosehill","","-1","None","","","","","","",""
"151.41657","-33.4384","POINT","727418","","","","","","","1512307909416","ACCIDENT 2 cars","Serpentine Road.<br/>","None","","","None","True","None","ACCIDENT 2 cars - TERRIGAL Terrigal Dr at Serpentine Rd","False","Unplanned","False","False","False","1512311341590","Accident","None"," ","","","","","",""," ","","Serpentine Road","","Both directions"," "," ","Closed"," ","Road","at","Terrigal Drive","","0","REG_NORTH"," ","Terrigal","","-1","None","","","","","","",""
"151.2111","-33.8436","POINT","727436","","","","","","","1512337967487","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - NORTH SYDNEY Warringah Rd approaching Sydney Harbour Tunnel","False","Unplanned","False","False","False","1512338005082","Breakdown","None"," ","","","","","",""," ","","Sydney Harbour Tunnel"," ","Southbound","1","Lane 1","Lanes closed","2"," ","approaching","Warringah Road","","-1","SYD_NORTH"," ","North Sydney","Heavy","-1","None","","","","","","",""
"151.16104","-33.9339","POINT","727441","","","","","","","1512341195881","HEAVY TRAFFIC"," ","None","","","None","True","None","HEAVY TRAFFIC - MASCOT Marsh St approaching Sydney Airport International Terminal","False","Unplanned","False","False","False","1512342514220","Heavy traffic","None"," ","","","","","",""," ","","Sydney Airport International Terminal"," ","Eastbound"," "," ","Affected"," "," ","approaching","Marsh Street","","-1","SYD_MET"," ","Mascot","Heavy","-1","None","","","","","","",""
"151.12531","-33.78816","POINT","727421","","","","","RMS","","1512325012787","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - NORTH RYDE Epping Rd above Lane Cove Rd","False","Unplanned","False","False","False","1512327589968","Breakdown","None"," ","","","","","",""," ","","Lane Cove Road"," ","Eastbound","1","Lane 1","Lanes closed","3"," ","above","Epping Road","","-1","SYD_NORTH"," ","North Ryde","Light","-1","None","","","","","","",""
"151.14483","-33.90075","POINT","727423","","","","","","","1512330667387","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - DULWICH HILL New Canterbury Rd at Frazer St","False","Unplanned","False","False","False","1512334970361","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Frazer Street","","All directions"," "," ","Affected"," "," ","at","New Canterbury Road","","0","SYD_MET"," ","Dulwich Hill","","-1","None","","","","","","",""
"151.21396","-33.82967","POINT","727444","","","","","","","1512343800393","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - CAMMERAY Warringah Fwy just past Falcon St","False","Unplanned","True","False","False","1512345907052","Breakdown","None"," ","","","","","",""," ","","Falcon Street","","Northbound"," "," ","Affected"," "," ","just past","Warringah Freeway","","0","SYD_NORTH"," ","Cammeray","","-1","None","","","","","","",""
"150.99551","-33.93077","POINT","727426","","","","","","","1512332594555","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - MILPERRA Milperra Rd at Nancy Ellis Leebold Dr","False","Unplanned","False","False","False","1512334821961","Accident","None"," ","","","","","",""," ","","Nancy Ellis Leebold Drive"," ","Eastbound"," "," ","Affected"," "," ","at","Milperra Road","","-1","SYD_SOUTH"," ","Milperra","Heavy","-1","None","","","","","","",""
"151.69373","-32.92893","POINT","727433","","","","","Tow truck","","1512336449548","ACCIDENT Truck, Car"," ","None","","","None","True","None","ACCIDENT Truck, Car - NEW LAMBTON HEIGHTS Lookout Rd just past McCaffrey Dr","False","Unplanned","False","False","False","1512341210904","Accident","None"," ","","","","","",""," ","","McCaffrey Drive"," ","Northbound","1","Bus lane","Lanes closed","3"," ","just past","Lookout Road","","-1","REG_NORTH"," ","New Lambton Heights","Heavy","-1","None","","","","","","",""
"151.12085","-33.72206","POINT","727425"," ","Avoid the area","Use alternative route"," ","","","1512332173626","EMERGENCY ROAD WORKS Earlier burst water main"," ","None","z{xlEsojy[~KyF^WFQLi@bC_^","AA@A@A","None","False","None","EMERGENCY ROAD WORKS Earlier burst water main - WARRAWEE Millewa Ave and Bangalla St between Cleveland St and Young St","False","Unplanned","False","False","False","1512503580714","Emergency road works","None","The road is expected to be closed until Friday for repairs. <br/>","","","","","",""," ","","Cleveland Street","","Both directions"," "," ","Closed"," ","Road","between","Millewa Avenue and Bangalla Street","","0","SYD_NORTH","Young Street","Warrawee","","-1","None"," "," ","None","None","","","Feature"
"151.04221","-33.84506","POINT","727422","","","","","","","1512330057045","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - AUBURN Parramatta Rd at Silverwater Rd","False","Unplanned","False","False","False","1512331175597","Breakdown","None"," ","","","","","",""," ","","Silverwater Road","","Westbound","1","Lane 2","Lanes closed","4"," ","at","Parramatta Road","","0","SYD_MET"," ","Auburn","","-1","None","","","","","","",""
"151.21223","-33.84998","POINT","727430","","","","","","","1512334041984","BREAKDOWN Mini bus"," ","None","","","None","True","None","BREAKDOWN Mini bus - MILSONS POINT Sydney Harbour Bridge","False","Unplanned","False","False","False","1512336095589","Breakdown","None"," ","","","","","",""," ",""," ","","Southbound"," ","Lane 8","Lanes closed"," "," ","on","Sydney Harbour Bridge","","0","SYD_NORTH"," ","Milsons Point","","-1","None","","","","","","",""
"150.78616","-34.06079","POINT","727416","","","","","","","1512305006153","ACCIDENT Multiple vehicles"," ","None","","","None","True","None","ACCIDENT Multiple vehicles - BLAIRMOUNT Hume Mwy On-Ramp from Narellan Rd","False","Unplanned","False","False","False","1512307129613","Accident","None"," ","","","","","",""," ","","Narellan Road","","Northbound","1","Lane 1","Lanes closed","2"," ","from","Hume Motorway On-Ramp","","0","SYD_SOUTH"," ","Blairmount","","-1","None","","","","","","",""
"151.12357","-33.6002","POINT","727419","","","","","","","1512308640157","FERRY OUT OF SERVICE Due to work on the ramps"," ","None","","","None","True","None","FERRY OUT OF SERVICE Due to work on the ramps - BEROWRA Berowra Ferry","False","Unplanned","False","False","False","1512327733891","Ferry out of service","None","The ferry is out of service until around 6am.<br/>","","","","","",""," ",""," ","","","","","","","","-","Berowra Ferry","","0","SYD_NORTH"," ","Berowra","","-1","None","","","","","","",""
"151.34946","-33.50483","POINT","727435","","","","","","","1512337905322","CHANGED TRAFFIC CONDITIONS Unauthorised roadwork"," ","None","","","None","True","None","CHANGED TRAFFIC CONDITIONS Unauthorised roadwork - DALEYS POINT Maitland Bay Dr at Daley Ave","False","Unplanned","False","False","False","1512342614543","Changed traffic conditions","None"," ","","","","","",""," ","","Daley Avenue"," ","Both directions"," "," ","Affected"," "," ","at","Maitland Bay Drive","","-1","REG_NORTH"," ","Daleys Point","Heavy","-1","None","","","","","","",""
"150.77318","-33.77194","POINT","727439","","","","","RMS","","1512339160357","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - ST MARYS Mamre Rd at Putland St","False","Unplanned","False","False","False","1512341382330","Breakdown","None"," ","","","","","",""," ","","Putland Street","","Northbound","1","Lane 2","Lanes closed","2"," ","at","Mamre Road","","0","SYD_WEST"," ","St Marys","","-1","None","","","","","","",""
"151.12079","-33.6841","POINT","727424","","","","","","","1512331338568","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - ASQUITH M1 Pacific Mwy (F3) just past Ku-ring-gai Chase Rd","False","Unplanned","False","False","False","1512331452026","Accident","None"," ","","","","","",""," ","","Ku-ring-gai Chase Road","","Southbound"," "," ","Affected"," "," ","just past","M1 Pacific Motorway (F3)","","0","SYD_NORTH"," ","Asquith","","-1","None","","","","","","",""
"150.98004","-33.38735","POINT","727417","","","","","","","1512306636613","FERRY OUT OF SERVICE Breakdown"," ","None","","","None","True","None","FERRY OUT OF SERVICE Breakdown - WEBBS CREEK Webbs Creek Ferry","False","Unplanned","False","True","False","1512315593550","Ferry out of service","None"," ","","","","","",""," ",""," ","","","","","","","","-","Webbs Creek Ferry","","0","SYD_WEST"," ","Webbs Creek","","-1","None","","","","","","",""
"150.87087","-33.84521","POINT","727445","","","","","RMS","","1512344093544","ACCIDENT Truck"," ","None","","","None","True","None","ACCIDENT Truck - HORSLEY PARK The Horsley Dr just past Ferrers Rd","False","Unplanned","False","False","False","1512344974777","Accident","None","The road has been closed for vehicle recovery. <br/>","","","","","",""," ","","Ferrers Road","","Westbound"," "," ","Closed"," ","Road","just past","The Horsley Drive","","0","SYD_SOUTH"," ","Horsley Park","","-1","None","","","","","","",""
"150.12439","-33.57676","POINT","727427","","","","","","","1512332879173","HAZARD Animal carcass"," ","None","","","None","True","None","HAZARD Animal carcass - GOOD FOREST Jenolan Caves Rd at Maxwell Dr","False","Unplanned","False","False","False","1512337362963","Hazard","None"," ","","","","","",""," ","","Maxwell Drive","","Both directions"," "," ","Affected"," "," ","at","Jenolan Caves Road","","0","REG_WEST"," ","Good Forest","","-1","None","","","","","","",""
"151.4651","-33.11819","POINT","727432","","","","","RMS","","1512335337080","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - COORANBONG M1 Pacific Mwy (F3) just past Mandalong Rd","False","Unplanned","False","False","False","1512337326897","Breakdown","None"," ","","","","","",""," ","","Mandalong Road","","Northbound"," ","Shoulder","Lanes closed"," "," ","just past","M1 Pacific Motorway (F3)","","0","REG_NORTH"," ","Cooranbong","","-1","None","","","","","","",""
"151.10694","-34.02223","POINT","727450","","","","","","","1512346963330","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - SYLVANIA Port Hacking Rd at Box Rd","False","Unplanned","False","False","False","1512349452574","Accident","None"," ","","","","","",""," ","","Box Road","","Northbound"," "," ","Affected"," "," ","at","Port Hacking Road","","0","SYD_SOUTH"," ","Sylvania","","-1","None","","","","","","",""
